N,P,K,temperature,humidity,ph,rainfall,label
81,31,16,23.2,66,7.7,155,Barley
102,26,77,18.2,60,6.1,256,Rice
107,44,50,31.5,65,4.8,133,Barley
116,21,24,34.3,73,5.0,276,Wheat
122,31,36,24.9,63,5.3,289,Soybean
121,93,88,15.2,69,7.0,187,Sugarcane
92,67,54,35.0,74,4.6,294,Cotton
94,86,33,23.9,88,7.3,258,Sugarcane
50,73,82,35.9,64,5.4,171,Cotton
108,79,13,29.6,55,6.4,143,Rice
103,23,29,16.2,83,7.2,194,Barley
105,59,80,31.6,78,6.0,107,Cotton
139,63,54,26.7,83,5.0,155,Sunflower
92,83,27,31.6,75,5.8,158,Sugarcane
133,74,80,38.8,34,4.9,261,Cotton
111,71,85,39.6,30,4.5,182,Cotton
55,10,33,25.7,76,6.3,286,Wheat
113,63,61,29.0,45,8.2,266,Millet
68,54,97,18.5,63,7.3,167,Wheat
101,22,56,21.8,74,8.3,130,Barley
131,90,89,33.3,66,6.4,249,Rice
109,90,59,29.4,80,6.1,123,Barley
61,79,37,31.1,84,6.8,236,Sugarcane
89,17,77,21.8,55,5.9,104,Rice
89,75,17,35.1,55,4.5,144,Barley
101,66,47,34.7,66,6.7,128,Barley
136,71,68,34.3,47,5.4,156,Cotton
58,30,51,20.0,67,5.7,296,Cotton
60,35,69,33.9,74,5.0,234,Cotton
102,46,17,29.0,41,6.6,209,Rice
113,16,94,23.6,86,5.5,297,Sunflower
120,69,57,16.1,80,8.1,227,Cotton
103,77,63,28.6,64,6.6,216,Rice
141,92,32,16.6,66,5.4,171,Sugarcane
87,29,32,31.2,70,5.9,156,Rice
116,58,70,19.8,79,6.1,136,Barley
63,46,18,16.1,56,8.0,203,Wheat
79,92,96,21.5,44,6.3,300,Wheat
78,21,41,19.8,83,5.2,264,Maize
148,40,87,38.8,88,5.9,139,Cotton
133,13,78,27.3,83,5.7,176,Maize
96,82,25,31.9,86,7.0,188,Sugarcane
63,26,14,33.2,37,6.6,127,Millet
62,64,59,26.3,81,8.2,187,Wheat
89,13,90,34.5,61,5.2,168,Cotton
129,77,90,34.7,68,6.4,225,Rice
69,55,14,39.5,51,5.0,270,Soybean
128,84,40,34.4,64,5.0,251,Sugarcane
56,71,67,36.1,68,7.4,268,Cotton
79,23,18,36.7,55,6.0,124,Maize
66,80,94,37.6,41,6.3,247,Cotton
93,58,69,18.4,73,8.0,100,Millet
146,50,85,35.4,52,5.1,257,Cotton
51,10,25,32.2,70,4.6,126,Soybean
87,24,23,39.3,82,7.2,295,Millet
138,76,70,15.6,83,4.5,206,Sugarcane
147,85,70,34.5,56,5.5,254,Cotton
121,26,70,31.5,46,4.9,233,Cotton
79,57,96,37.3,44,5.1,218,Cotton
122,57,82,28.2,37,4.7,264,Millet
106,17,37,31.4,59,6.9,226,Rice
51,59,67,23.1,80,5.5,114,Wheat
134,58,45,18.8,42,5.1,179,Sugarcane
82,69,88,24.5,84,5.7,174,Wheat
141,42,30,29.7,74,8.1,151,Barley
121,87,76,26.5,32,6.0,258,Rice
135,34,51,25.2,54,8.5,282,Wheat
120,80,31,33.4,64,7.8,201,Sugarcane
62,41,59,30.9,56,8.3,300,Millet
86,90,42,38.3,73,4.8,237,Sugarcane
94,91,84,25.7,40,5.4,253,Sugarcane
66,18,67,20.2,76,6.4,217,Maize
61,86,12,27.3,38,6.0,174,Wheat
76,46,58,16.9,79,8.4,224,Wheat
84,54,70,18.1,68,8.0,166,Soybean
104,12,17,26.3,85,8.2,233,Maize
73,20,97,19.2,33,8.0,184,Sunflower
100,88,63,35.3,82,8.3,129,Cotton
93,77,61,36.6,67,5.6,168,Cotton
116,88,89,28.0,49,8.3,146,Millet
103,79,82,31.9,86,6.2,184,Cotton
137,13,77,24.0,73,6.3,111,Millet
84,59,22,24.0,40,7.8,107,Rice
57,23,88,23.0,76,6.4,234,Groundnut
124,57,78,22.6,57,5.0,260,Cotton
97,45,55,30.2,45,7.8,293,Millet
143,42,89,21.4,66,7.5,267,Groundnut
114,40,71,38.3,30,7.6,166,Cotton
51,73,66,39.3,50,6.2,183,Cotton
128,39,52,22.1,41,7.3,200,Wheat
108,47,49,31.8,54,7.1,239,Cotton
86,57,79,15.3,53,5.8,124,Barley
106,33,26,22.7,87,5.6,210,Soybean
133,14,28,35.4,36,8.2,176,Millet
106,60,42,22.8,46,8.0,298,Soybean
54,93,72,17.2,79,6.0,292,Wheat
104,68,20,26.0,46,4.6,100,Millet
103,68,41,37.0,72,6.7,188,Millet
145,24,99,26.4,81,5.8,293,Soybean
69,59,68,33.5,46,6.4,244,Cotton
70,91,73,17.3,37,8.5,217,Wheat
132,31,91,38.0,55,6.3,253,Rice
80,58,39,16.9,41,4.8,262,Cotton
113,78,40,18.5,32,7.2,274,Sugarcane
54,91,68,18.7,77,6.1,123,Wheat
60,70,86,27.0,59,4.7,193,Wheat
122,83,70,31.5,81,6.1,174,Cotton
83,96,99,15.7,72,8.2,102,Sunflower
75,54,10,20.3,37,5.4,171,Wheat
106,72,24,23.5,45,5.6,102,Sugarcane
109,45,90,37.4,72,7.6,214,Cotton
73,13,96,37.1,71,5.2,174,Cotton
90,45,74,16.1,43,6.3,179,Barley
73,46,74,16.4,82,5.9,263,Barley
58,10,90,34.0,80,7.6,154,Cotton
71,86,50,36.2,71,6.6,110,Groundnut
51,90,53,17.3,90,6.5,212,Wheat
57,16,75,32.7,55,7.8,234,Cotton
134,10,86,20.9,48,6.9,225,Rice
146,72,80,18.4,72,4.7,177,Sugarcane
56,38,14,20.7,58,7.2,236,Sunflower
112,41,56,17.9,56,4.9,279,Wheat
120,73,86,33.7,75,5.5,149,Cotton
113,72,63,22.6,45,7.2,298,Sugarcane
87,83,69,18.8,34,5.3,119,Groundnut
146,83,95,20.2,83,7.6,229,Sugarcane
141,75,17,35.0,73,5.9,157,Sugarcane
75,81,61,24.1,75,7.7,178,Wheat
121,81,49,20.0,33,6.5,223,Rice
62,74,69,39.7,62,7.3,280,Cotton
142,87,12,21.9,61,8.2,196,Sugarcane
135,16,62,25.4,34,5.5,199,Millet
69,10,84,21.9,59,4.9,187,Groundnut
147,47,12,23.9,88,8.2,296,Groundnut
55,90,73,16.0,78,7.0,133,Wheat
54,95,98,18.2,79,8.5,278,Wheat
66,29,48,38.0,50,5.8,300,Barley
140,14,31,29.2,36,6.7,173,Millet
63,89,92,22.1,78,6.2,101,Wheat
121,84,30,20.4,42,7.6,139,Barley
102,16,84,24.2,71,6.2,224,Rice
145,72,57,26.7,31,7.9,180,Sugarcane
120,49,27,24.8,80,6.7,116,Maize
81,33,10,22.6,40,5.1,292,Rice
131,18,28,38.0,37,6.0,158,Millet
128,74,68,15.3,72,8.2,150,Cotton
105,75,16,18.5,79,6.1,223,Rice
61,80,40,40.0,52,8.1,111,Millet
122,11,18,25.6,82,7.1,145,Wheat
69,40,74,36.7,66,8.0,268,Cotton
112,35,23,31.9,33,7.5,157,Millet
77,19,93,28.6,87,7.4,206,Groundnut
64,80,10,16.4,62,5.4,295,Wheat
80,75,24,24.2,77,8.5,193,Sugarcane
55,65,65,35.3,38,4.7,255,Cotton
97,29,53,19.8,84,8.4,179,Groundnut
114,65,87,28.9,34,6.0,226,Rice
126,82,54,15.6,90,7.0,193,Sugarcane
75,18,100,20.7,65,8.1,134,Wheat
108,34,26,35.1,67,8.3,191,Cotton
123,96,29,27.0,57,8.3,117,Cotton
142,95,27,36.0,84,7.8,157,Sugarcane
59,56,61,31.3,69,8.5,226,Cotton
107,54,25,21.1,80,8.5,267,Groundnut
124,41,60,28.3,31,5.0,201,Millet
148,92,51,33.2,89,7.8,205,Sugarcane
100,71,18,25.4,65,5.9,270,Sugarcane
50,75,51,34.5,88,5.2,299,Sugarcane
109,57,38,20.2,64,5.2,158,Rice
57,84,22,25.8,86,7.8,101,Wheat
148,20,47,16.5,32,5.4,165,Millet
112,74,68,21.1,44,8.0,250,Sugarcane
92,52,37,22.8,52,5.4,273,Barley
104,20,54,30.1,56,6.4,212,Rice
77,53,50,15.6,61,7.4,169,Wheat
127,96,48,27.3,63,7.9,161,Sugarcane
74,91,18,36.7,68,8.3,239,Sugarcane
106,31,87,34.4,55,5.5,105,Cotton
77,78,81,23.0,74,6.5,142,Wheat
120,21,63,38.7,79,7.2,236,Cotton
108,64,73,29.5,67,7.2,209,Maize
56,38,89,33.2,70,7.3,256,Cotton
117,10,34,24.1,79,6.3,122,Rice
108,92,35,23.4,33,5.9,269,Sugarcane
56,39,74,19.0,58,6.6,210,Sunflower
77,79,76,28.7,35,4.6,262,Wheat
73,26,31,22.2,45,6.4,158,Soybean
65,55,96,29.1,42,7.0,217,Wheat
52,73,75,29.5,42,4.7,220,Wheat
80,81,50,19.9,51,7.7,288,Sugarcane
98,81,59,39.1,50,7.2,158,Sugarcane
130,27,69,38.7,50,6.7,106,Cotton
55,56,85,36.7,84,8.1,129,Cotton
68,50,62,16.7,55,7.5,110,Rice
130,60,51,30.5,54,7.9,236,Cotton
61,57,72,29.3,64,6.8,105,Wheat
91,79,12,18.7,67,4.6,222,Sugarcane
50,29,67,37.3,67,6.2,253,Cotton
128,79,60,32.9,45,6.3,287,Rice
124,49,46,33.0,64,5.3,217,Rice
136,65,92,31.1,61,4.9,105,Cotton
89,90,87,34.4,68,6.2,205,Cotton
112,19,29,22.2,32,6.3,265,Rice
65,67,75,23.9,63,6.6,204,Wheat
136,31,29,23.2,83,7.7,136,Millet
93,48,45,26.1,44,4.5,279,Millet
134,27,71,29.3,77,6.5,159,Cotton
137,21,81,19.7,31,5.0,288,Wheat
117,49,81,35.0,86,6.6,236,Rice
69,27,76,35.3,89,5.7,123,Cotton
68,81,39,24.6,73,4.8,104,Wheat
84,13,15,28.7,60,7.0,102,Groundnut
66,80,68,35.0,68,6.6,243,Cotton
137,69,55,31.2,81,5.4,219,Sugarcane
75,97,78,34.0,62,5.0,249,Cotton
115,51,90,37.0,78,6.0,132,Cotton
66,92,45,30.3,30,7.6,125,Millet
75,19,61,32.3,86,5.5,118,Cotton
94,31,21,39.1,33,7.8,289,Millet
54,75,65,21.9,63,4.7,176,Wheat
101,83,95,15.3,48,7.1,152,Sugarcane
137,40,45,26.0,36,5.0,160,Millet
77,78,14,38.2,30,8.1,117,Millet
138,98,47,29.3,52,7.3,102,Wheat
60,64,36,18.4,68,5.3,275,Wheat
132,62,75,39.4,30,8.4,177,Cotton
120,85,47,30.5,62,5.1,194,Sugarcane
93,96,58,30.4,37,7.4,136,Millet
127,87,10,32.7,47,7.5,161,Sugarcane
106,85,73,24.3,37,6.3,278,Rice
144,56,92,39.3,68,4.9,244,Cotton
86,14,20,27.2,50,5.7,246,Rice
74,86,57,35.2,58,6.9,226,Sugarcane
112,11,72,33.1,74,4.6,173,Cotton
72,77,65,20.2,74,5.9,300,Wheat
68,52,42,27.9,78,4.7,181,Wheat
59,72,24,19.6,64,8.4,256,Wheat
93,18,97,29.3,54,7.2,103,Barley
143,53,85,15.7,54,7.9,239,Maize
59,72,45,34.6,83,5.1,127,Maize
58,60,53,16.1,47,8.3,218,Wheat
110,83,42,29.9,75,4.7,271,Sugarcane
50,10,90,28.4,61,7.9,270,Rice
58,20,61,34.9,88,7.3,133,Cotton
54,24,23,39.3,44,4.8,165,Millet
101,78,76,16.9,73,7.0,146,Groundnut
134,21,45,19.8,52,6.2,108,Soybean
116,12,11,20.6,70,5.4,203,Sunflower
59,27,31,37.5,72,4.7,119,Barley
87,20,69,23.7,88,5.7,219,Sunflower
105,93,72,17.0,48,7.9,274,Sugarcane
83,24,84,31.1,87,7.7,157,Cotton
76,74,27,23.5,53,6.5,288,Wheat
68,36,84,23.0,41,7.9,270,Maize
100,71,23,38.6,53,5.8,270,Sugarcane
62,44,22,36.4,80,5.0,298,Sunflower
92,34,96,26.6,64,5.6,233,Wheat
124,75,67,38.6,56,7.8,230,Cotton
145,58,78,36.9,32,8.2,161,Cotton
69,91,90,39.2,40,8.0,134,Cotton
120,70,77,38.4,45,6.3,101,Cotton
138,51,100,28.2,88,6.8,106,Cotton
150,47,66,21.9,40,6.3,207,Rice
86,42,65,27.4,42,4.7,126,Millet
101,95,39,22.8,80,7.1,271,Sugarcane
79,73,51,19.9,59,6.5,175,Wheat
87,84,36,15.8,36,6.2,203,Sugarcane
129,61,91,19.3,74,5.6,259,Sunflower
110,87,26,38.5,32,6.9,166,Sugarcane
136,43,44,21.4,62,4.6,108,Cotton
74,26,73,36.2,60,8.0,244,Cotton
84,99,55,33.3,75,7.9,126,Maize
83,12,59,23.1,51,6.1,185,Groundnut
109,60,54,36.8,56,8.1,294,Groundnut
61,10,11,20.4,85,5.5,217,Millet
131,46,88,23.8,43,7.8,133,Maize
57,52,69,26.0,65,5.0,243,Wheat
103,10,36,28.4,55,5.8,151,Groundnut
127,96,72,37.7,67,8.4,266,Cotton
122,96,24,18.2,86,6.9,139,Sugarcane
60,71,70,23.4,49,6.6,190,Wheat
116,37,80,29.4,55,5.2,279,Wheat
85,26,65,30.9,40,7.2,206,Cotton
134,74,25,28.1,47,7.8,129,Millet
84,72,61,24.6,66,4.8,247,Sugarcane
138,98,54,39.3,31,7.2,242,Sugarcane
110,66,53,24.2,47,7.8,116,Cotton
81,46,30,23.9,66,7.3,246,Cotton
65,82,36,21.0,44,4.7,174,Wheat
144,32,95,34.9,80,5.5,151,Cotton
122,30,92,32.3,82,7.6,242,Cotton
103,16,78,34.2,83,8.2,145,Cotton
127,86,62,24.2,77,5.1,135,Cotton
103,21,88,20.5,68,5.1,263,Cotton
110,24,51,22.1,35,7.4,120,Barley
63,29,45,33.7,69,4.8,126,Wheat
112,61,97,17.3,65,7.7,237,Rice
96,75,28,31.1,86,5.1,186,Sugarcane
73,32,94,35.7,71,7.2,136,Cotton
108,83,74,38.2,33,7.6,236,Cotton
74,94,78,21.9,67,8.0,233,Wheat
91,81,10,19.7,62,5.0,299,Sugarcane
134,78,22,36.4,73,5.9,238,Sugarcane
131,45,18,21.5,44,6.9,253,Rice
93,27,46,25.0,50,8.2,162,Millet
124,80,17,23.4,33,6.5,187,Sugarcane
53,67,67,26.7,50,4.5,294,Wheat
108,21,87,24.7,42,8.1,185,Sugarcane
62,72,77,36.0,71,6.7,201,Cotton
82,62,93,34.7,51,8.1,202,Cotton
115,18,37,21.4,34,6.2,162,Sunflower
112,10,90,33.6,48,8.3,151,Cotton
133,93,53,26.4,62,8.0,183,Sugarcane
147,13,97,22.1,72,5.1,266,Wheat
67,100,26,24.6,69,6.8,214,Wheat
58,73,60,32.1,35,5.7,131,Millet
141,13,10,17.2,41,5.7,299,Rice
81,51,75,37.5,72,5.9,181,Cotton
101,10,37,17.7,54,8.1,199,Groundnut
80,27,16,29.9,42,5.9,176,Millet
58,47,13,16.1,45,5.7,174,Sugarcane
105,83,47,23.3,77,8.2,292,Sugarcane
140,86,74,31.2,58,7.5,129,Cotton
66,28,15,20.8,58,5.4,145,Rice
129,27,10,22.1,64,5.0,132,Sunflower
117,43,63,36.7,84,7.7,264,Cotton
126,93,51,27.8,59,6.1,281,Rice
67,18,38,17.2,35,5.4,131,Barley
112,29,38,39.1,38,5.5,290,Millet
72,83,78,27.0,60,8.2,106,Wheat
145,46,86,26.5,64,8.3,170,Wheat
79,45,83,30.6,41,6.3,193,Cotton
71,65,33,22.0,70,6.2,246,Wheat
99,16,36,23.3,84,7.2,252,Cotton
121,51,58,15.5,60,7.9,197,Millet
51,44,14,24.3,69,4.9,118,Groundnut
53,54,53,38.0,50,8.2,176,Barley
136,41,20,26.0,87,8.0,153,Soybean
136,46,65,18.0,45,4.8,282,Wheat
92,76,48,30.7,56,7.1,178,Sugarcane
84,61,31,33.3,62,8.0,118,Sugarcane
106,76,80,17.2,38,6.3,103,Cotton
85,54,67,18.2,57,5.1,184,Cotton
121,61,77,21.1,30,5.4,242,Barley
84,20,95,31.7,84,6.8,182,Cotton
98,30,13,33.5,43,4.8,196,Millet
67,22,30,34.3,86,8.0,245,Cotton
52,99,30,18.8,90,6.6,209,Wheat
128,90,72,34.9,62,8.4,111,Cotton
51,65,44,31.7,42,6.1,250,Millet
69,19,56,17.9,73,7.1,300,Wheat
120,80,57,38.9,51,5.0,166,Sugarcane
74,48,52,28.6,55,8.2,275,Wheat
51,26,42,35.9,59,7.4,125,Barley
143,46,17,16.1,33,5.5,180,Rice
56,75,98,30.8,74,4.8,273,Cotton
62,69,37,17.7,30,7.9,195,Wheat
50,88,59,30.3,41,4.7,142,Millet
71,71,72,29.8,35,5.7,122,Wheat
149,47,97,26.4,80,4.7,168,Rice
53,74,38,23.1,32,4.6,127,Wheat
127,31,29,17.1,37,5.7,289,Sunflower
86,87,15,35.2,48,5.5,201,Sugarcane
130,97,10,17.2,66,5.4,272,Sugarcane
126,78,73,27.4,36,5.8,103,Millet
83,10,17,37.6,63,8.3,122,Barley
102,77,16,23.5,36,8.3,240,Sugarcane
74,51,61,31.9,82,8.5,268,Cotton
64,15,86,32.0,46,8.3,109,Cotton
65,30,82,19.0,31,4.5,173,Sugarcane
104,79,22,17.5,40,5.9,155,Sugarcane
50,50,97,39.5,57,7.8,165,Cotton
114,17,69,39.8,75,5.0,121,Cotton
51,42,21,36.1,45,5.8,139,Millet
66,49,82,23.3,40,4.8,190,Wheat
70,26,79,26.0,33,7.5,291,Millet
93,27,11,39.1,74,7.6,101,Groundnut
115,97,12,35.0,45,8.0,189,Sugarcane
70,52,80,25.5,62,6.9,209,Wheat
81,93,58,36.3,38,7.1,208,Sugarcane
70,62,62,29.1,40,5.8,182,Wheat
119,94,26,25.9,65,7.3,183,Sugarcane
59,96,23,38.3,82,6.8,201,Sugarcane
141,55,18,27.3,88,6.5,165,Sunflower
51,79,44,36.1,54,4.6,137,Sunflower
105,15,100,21.2,71,4.6,146,Cotton
109,37,80,37.9,89,7.0,270,Rice
125,68,59,23.1,39,5.3,261,Wheat
68,85,52,16.4,54,7.6,208,Wheat
106,45,73,26.4,52,6.5,296,Rice
53,31,86,25.8,74,8.2,285,Maize
97,61,13,23.6,63,5.6,144,Barley
149,66,11,33.6,35,7.4,243,Millet
90,40,76,25.1,47,5.5,174,Millet
77,44,70,25.1,43,8.0,114,Millet
138,62,86,33.2,44,6.4,287,Rice
105,55,73,23.0,89,6.3,217,Rice
137,60,22,15.3,87,5.7,132,Cotton
63,28,82,34.3,74,4.7,157,Cotton
55,53,77,36.8,38,4.9,263,Cotton
104,62,65,31.9,47,6.4,136,Cotton
66,29,73,35.4,69,7.9,232,Cotton
139,93,26,35.9,75,6.7,172,Sugarcane
115,48,14,19.4,31,7.0,183,Sunflower
147,97,76,16.4,60,6.8,115,Maize
79,15,39,28.0,43,5.8,272,Millet
112,67,22,39.1,56,5.1,203,Barley
70,100,85,30.8,52,5.4,203,Cotton
87,60,19,24.4,61,6.0,193,Barley
63,83,65,21.6,51,8.4,101,Wheat
146,57,83,27.2,34,6.0,198,Millet
61,45,80,20.4,30,8.3,159,Maize
98,76,43,26.5,66,5.5,245,Sugarcane
93,80,33,37.0,88,6.4,213,Sugarcane
107,73,15,36.2,87,7.5,209,Sugarcane
146,10,97,38.3,52,5.8,203,Cotton
112,48,91,21.8,43,7.4,214,Wheat
68,97,58,17.5,40,5.9,194,Wheat
77,26,43,38.8,51,5.8,110,Sugarcane
85,89,96,25.2,32,5.2,229,Sugarcane
89,86,57,20.2,48,5.1,259,Sugarcane
70,11,23,19.3,39,6.3,139,Maize
56,10,40,34.0,51,5.7,243,Groundnut
85,80,23,36.1,78,6.1,165,Sugarcane
113,39,73,28.9,88,5.7,182,Barley
62,40,14,32.2,86,7.9,131,Sunflower
127,76,29,33.9,65,7.9,274,Sugarcane
129,48,88,23.0,58,6.1,215,Rice
85,28,94,28.8,72,7.8,198,Millet
148,35,46,23.0,78,7.1,194,Millet
148,25,94,20.6,65,5.4,114,Maize
128,51,20,22.1,59,6.4,124,Sugarcane
102,49,20,38.6,48,6.4,157,Millet
150,63,83,37.1,83,6.0,288,Rice
114,94,90,25.9,63,5.4,145,Maize
148,81,37,21.5,70,6.1,193,Sugarcane
108,77,44,37.0,40,7.8,131,Millet
130,69,42,30.2,40,8.4,110,Millet
140,38,34,33.9,68,6.3,114,Barley
76,57,77,21.4,43,6.3,127,Wheat
57,47,73,32.2,57,7.9,193,Cotton
132,94,25,20.2,87,5.4,109,Sunflower
114,89,80,25.5,67,4.9,167,Sugarcane
105,69,26,34.3,65,8.3,160,Wheat
81,46,90,29.6,54,6.9,247,Rice
65,29,61,28.2,56,5.6,200,Maize
140,71,55,34.8,61,5.3,103,Wheat
140,79,95,20.4,32,5.5,173,Sugarcane
64,70,99,32.9,70,7.2,251,Cotton
129,55,48,25.3,61,6.7,219,Rice
117,19,31,21.0,34,7.9,160,Cotton
63,10,99,33.5,58,7.4,131,Cotton
128,65,67,27.6,57,5.3,280,Sunflower
79,39,86,19.7,47,6.7,150,Cotton
94,94,38,25.4,66,5.5,143,Groundnut
53,97,79,27.4,68,7.2,101,Wheat
117,60,88,19.7,73,7.7,181,Sugarcane
128,60,31,28.4,38,6.5,245,Rice
98,22,23,15.1,83,6.8,276,Wheat
68,37,81,16.9,87,5.5,246,Rice
54,30,66,16.9,37,6.6,140,Cotton
87,95,50,18.9,78,5.3,221,Sugarcane
67,46,74,20.3,31,8.5,102,Groundnut
63,77,88,20.6,60,6.5,132,Wheat
50,74,66,23.3,30,7.0,164,Wheat
87,46,72,37.0,68,7.0,120,Cotton
70,63,81,15.5,45,5.2,139,Wheat
77,96,48,15.9,70,6.4,189,Wheat
127,55,68,24.5,71,7.9,257,Millet
130,51,12,21.0,31,6.8,237,Rice
104,53,26,31.9,52,6.9,251,Rice
50,13,64,35.5,60,4.9,103,Cotton
69,89,25,17.3,56,5.6,118,Wheat
74,46,11,17.7,90,5.1,134,Rice
118,32,45,23.3,90,7.8,151,Wheat
106,22,80,32.0,75,7.7,217,Cotton
52,91,90,25.4,65,5.3,264,Wheat
113,51,11,30.1,49,7.6,239,Millet
55,59,39,30.4,30,5.8,129,Millet
67,98,97,17.8,37,7.3,241,Wheat
149,50,49,37.7,79,8.0,175,Rice
111,86,44,27.3,82,7.7,212,Sugarcane
132,50,79,31.2,35,7.8,159,Cotton
100,89,71,37.7,42,7.4,225,Cotton
51,59,51,24.8,46,6.4,226,Wheat
131,95,18,22.5,80,6.3,211,Rice
96,50,72,21.7,80,7.1,269,Soybean
92,49,79,26.4,48,5.6,264,Millet
71,73,73,23.0,88,6.6,128,Wheat
59,15,47,29.9,55,8.5,139,Maize
102,20,94,34.3,56,4.8,177,Cotton
78,96,28,30.3,42,5.9,217,Sugarcane
140,85,83,29.4,50,6.5,291,Rice
120,52,97,33.3,43,7.5,116,Cotton
89,99,10,35.4,54,5.6,273,Sugarcane
135,45,97,24.2,64,8.4,118,Sunflower
119,82,71,38.5,82,6.9,205,Rice
146,12,59,20.9,77,5.6,247,Millet
64,24,15,30.9,86,7.4,147,Soybean
52,83,100,29.9,31,8.3,274,Wheat
77,62,67,27.8,55,8.3,181,Wheat
52,18,94,18.8,31,6.3,259,Maize
127,84,24,24.1,57,4.8,153,Sugarcane
139,71,31,31.3,32,4.8,156,Sugarcane
109,28,60,35.4,83,7.4,168,Soybean
61,24,36,25.2,76,7.5,119,Barley
103,92,58,20.5,35,7.1,215,Sugarcane
66,38,52,29.1,55,6.0,199,Soybean
72,100,13,17.5,82,5.4,189,Wheat
126,19,30,31.2,51,5.9,177,Cotton
126,48,20,36.2,89,7.2,265,Sugarcane
112,13,66,33.4,37,6.2,177,Cotton
61,33,28,30.4,57,5.8,293,Cotton
132,89,19,25.7,38,5.7,192,Sugarcane
138,45,13,32.1,75,5.1,111,Soybean
135,93,35,39.2,69,8.1,204,Sugarcane
78,55,73,26.1,68,8.4,220,Wheat
135,73,83,29.9,32,7.2,252,Sugarcane
129,52,19,38.7,64,6.5,116,Barley
81,40,19,28.1,37,4.8,261,Millet
73,99,90,32.8,75,4.8,131,Cotton
117,76,28,27.6,81,5.6,119,Barley
140,38,44,37.0,74,5.8,289,Groundnut
57,61,86,18.0,89,7.8,240,Wheat
56,49,45,36.4,45,6.1,247,Millet
60,53,22,30.2,38,6.8,111,Millet
91,26,73,21.7,86,6.9,133,Maize
104,57,55,23.9,49,8.2,261,Barley
114,81,91,16.8,66,7.2,254,Sugarcane
90,58,26,29.5,57,5.4,186,Groundnut
148,42,25,16.9,38,7.1,164,Maize
95,66,52,29.6,53,6.8,287,Barley
90,89,68,24.7,87,5.7,188,Sugarcane
113,41,75,19.2,62,5.3,176,Millet
57,99,53,15.8,85,7.7,285,Wheat
103,57,37,36.6,81,5.8,150,Rice
85,56,15,38.5,68,6.8,190,Maize
58,31,58,21.3,69,6.5,203,Barley
116,86,72,16.9,59,5.5,280,Sugarcane
138,90,12,27.3,72,7.8,107,Rice
87,73,25,15.6,54,7.7,216,Sugarcane
51,64,80,29.9,56,5.0,121,Wheat
130,14,86,22.9,72,5.5,292,Sugarcane
96,30,74,15.7,30,7.9,153,Sugarcane
134,60,48,37.1,54,8.3,225,Barley
145,38,65,30.7,53,8.3,232,Cotton
145,90,25,25.3,76,6.7,209,Rice
124,60,60,37.9,54,5.4,148,Sugarcane
95,65,21,38.3,49,7.5,132,Millet
134,59,92,15.7,30,7.9,133,Groundnut
109,21,47,19.4,39,8.4,117,Sugarcane
125,78,50,20.7,70,6.1,221,Rice
61,36,48,18.3,79,6.3,183,Wheat
61,95,26,20.1,34,4.9,202,Wheat
134,76,27,15.7,42,6.4,289,Rice
106,51,16,15.5,88,5.9,239,Sunflower
87,71,50,20.7,51,8.0,151,Sugarcane
123,21,92,19.7,90,5.8,113,Sugarcane
113,98,93,28.5,50,4.8,190,Sugarcane
129,98,35,38.4,66,5.2,178,Sugarcane
75,70,20,27.7,63,4.7,128,Wheat
123,84,71,21.3,47,5.0,191,Sugarcane
140,81,23,23.0,61,6.9,174,Sugarcane
124,57,68,34.8,67,7.5,266,Cotton
92,99,75,25.8,69,7.3,205,Sugarcane
92,73,39,33.1,57,7.7,272,Sugarcane
111,88,100,18.9,62,6.3,202,Rice
106,33,68,23.6,72,7.1,147,Wheat
88,80,97,27.8,75,8.3,207,Sugarcane
81,25,77,22.9,90,6.9,296,Sugarcane
108,37,15,26.6,63,8.3,229,Groundnut
71,44,69,17.1,63,5.5,116,Wheat
69,49,75,36.8,72,7.8,289,Cotton
57,10,77,38.1,87,5.2,251,Cotton
121,66,30,27.2,62,4.9,289,Millet
73,62,81,16.9,42,7.8,192,Wheat
87,79,100,33.7,32,7.3,247,Cotton
95,53,29,22.1,76,7.8,196,Millet
65,86,34,30.3,53,5.8,116,Sugarcane
81,20,22,39.5,41,6.3,114,Millet
149,15,52,36.8,41,4.7,279,Millet
124,10,53,24.0,32,5.3,158,Sunflower
125,44,58,21.4,64,8.2,187,Cotton
70,25,70,37.8,48,7.7,212,Cotton
81,20,52,16.6,38,6.2,277,Groundnut
69,22,22,15.9,33,5.2,255,Barley
100,95,67,29.2,45,5.5,146,Millet
115,54,56,17.6,54,4.7,212,Soybean
94,96,47,16.4,56,5.2,181,Sugarcane
99,96,73,36.6,33,8.1,161,Cotton
104,75,11,16.7,84,6.9,118,Wheat
135,72,35,36.1,41,7.6,259,Sugarcane
68,95,20,19.2,77,7.4,130,Wheat
142,38,92,33.6,38,7.2,298,Cotton
139,10,35,15.8,74,4.8,211,Groundnut
52,70,17,15.6,36,5.9,110,Wheat
139,43,29,21.3,71,5.7,149,Maize
71,13,24,24.1,88,6.8,267,Sunflower
120,53,19,32.8,47,8.4,157,Millet
148,73,45,29.3,83,8.0,176,Sugarcane
139,75,88,27.3,41,6.2,221,Rice
136,36,10,24.6,80,7.5,126,Millet
131,47,93,25.9,41,5.9,266,Millet
